Month,Month Label,Economy,Economy Label,Index (Average M2 2023 = 100),Index (Average M2 2023 = 100) Footnote,Index (Average M2 2023 = 100) Missing value,"Growth rate, year-on-year","Growth rate, year-on-year Footnote","Growth rate, year-on-year Missing value",Growth rate (over previous period),Growth rate (over previous period) Footnote,Growth rate (over previous period) Missing value
2023M05,"May  2023",600,"Paraguay",8.75532,,,0,,,0,,
2023M05,"May  2023",604,"Peru",119.73037,,,5.6158,,,0.2139,,
2023M05,"May  2023",608,"Philippines",176.1831,,,21.9093,,,1.1573,,
2023M05,"May  2023",616,"Poland",120.56472,,,-0.8893,,,4.4897,,
2023M05,"May  2023",620,"Portugal",174.79382,,,4.0254,,,1.0355,,
2023M05,"May  2023",630,"Puerto Rico",51.36103,,,12.3777,,,0.0308,,
2023M05,"May  2023",634,"Qatar",115.08783,,,27.4225,,,5.1675,,
2023M05,"May  2023",410,"Republic of Korea",622.05686,,,6.8768,,,1.5624,,
2023M05,"May  2023",638,"Reunion",48.72904,,,0.1992,,,0.0842,,
2023M05,"May  2023",642,"Romania",66.46491,,,0.4619,,,4.213,,
2023M05,"May  2023",643,"Russian Federation",144.91497,,,19.4483,,,3.7373,,
2023M05,"May  2023",659,"Saint Kitts and Nevis",8.28277,,,-46.8802,,,0,,
2023M05,"May  2023",662,"Saint Lucia",26.01222,,,10.9929,,,0,,
2023M05,"May  2023",670,"Saint Vincent and the Grenadines",22.23579,,,8.6222,,,0,,
2023M05,"May  2023",882,"Samoa",32.19082,,,-0.6929,,,-2.0184,,
2023M05,"May  2023",678,"Sao Tome and Principe",11.58429,,,0,,,0,,
2023M05,"May  2023",682,"Saudi Arabia",270.28487,,,16.5083,,,-0.0271,,
2023M05,"May  2023",686,"Senegal",60.12534,,,9.2662,,,1.9193,,
2023M05,"May  2023",891,"Serbia and Montenegro",,,"Not applicable",,,"Not applicable",,,"Not applicable"
2023M05,"May  2023",690,"Seychelles",24.04025,,,-10.3409,,,0.141,,
2023M05,"May  2023",694,"Sierra Leone",24.348,,,30.3458,,,16.138,,
2023M05,"May  2023",702,"Singapore",590.4895,,,5.3046,,,-0.4036,,
2023M05,"May  2023",534,"Sint Maarten (Dutch part)",31.58024,,,-1.4733,,,0,,
2023M05,"May  2023",705,"Slovenia",75.80067,,,1.6416,,,0.0049,,
2023M05,"May  2023",090,"Solomon Islands",30.6741,,,7.9557,,,0.1019,,
2023M05,"May  2023",706,"Somalia",31.54366,,,-8.6908,,,0.0278,,
2023M05,"May  2023",710,"South Africa",113.60282,,,2.5702,,,2.4375,,
2023M05,"May  2023",724,"Spain",409.11808,,,8.8867,,,2.379,,
2023M05,"May  2023",144,"Sri Lanka",247.62406,,,5.3261,,,3.1905,,
2023M05,"May  2023",729,"Sudan",27.99694,,,40.3819,,,3.2402,,
2023M05,"May  2023",736,"Sudan (...2011)",,,"Not applicable",,,"Not applicable",,,"Not applicable"
2023M05,"May  2023",740,"Suriname",40.02983,,,3.6747,,,0.0167,,
2023M05,"May  2023",752,"Sweden",113.09629,,,-3.274,,,1.1784,,
2023M05,"May  2023",760,"Syrian Arab Republic",25.98106,,,0.1462,,,0,,
2023M05,"May  2023",764,"Thailand",262.54939,,,7.2011,,,-1.5726,,
2023M05,"May  2023",626,"Timor-Leste",11.91812,,,3.2351,,,-10.4946,,
2023M05,"May  2023",768,"Togo",93.57569,,,-1.4434,,,1.3092,,
2023M05,"May  2023",776,"Tonga",29.02606,,,6.8697,,,2.8797,,
2023M05,"May  2023",780,"Trinidad and Tobago",59.57588,,,2.6195,,,0.0248,,
2023M05,"May  2023",788,"Tunisia",25.53069,,,-3.0899,,,0.8452,,
2023M05,"May  2023",792,"Turkiye",270.86047,,,9.7257,,,1.1205,,
2023M05,"May  2023",796,"Turks and Caicos Islands",4.12978,,,0,,,0,,
2023M05,"May  2023",798,"Tuvalu",5.05057,,,22.013,,,22.013,,
2023M05,"May  2023",804,"Ukraine",6.31251,,,,,"No value reported or collected",,,"No value reported or collected"
2023M05,"May  2023",784,"United Arab Emirates",300.58375,,,11.1563,,,1.3241,,
2023M05,"May  2023",826,"United Kingdom",374.69299,,,-2.7256,,,0.2309,,
2023M05,"May  2023",834,"United Republic of Tanzania",57.71783,,,17.3862,,,-1.5016,,
2023M05,"May  2023",840,"United States",515.82349,,,-3.3075,,,-0.1062,,
2023M05,"May  2023",850,"United States Virgin Islands",18.64923,,,-3.2804,,,3.7695,,
2023M05,"May  2023",858,"Uruguay",95.27584,,,3.45,,,0.1044,,
2023M05,"May  2023",548,"Vanuatu",25.0856,,,7.7253,,,0.2121,,
2023M05,"May  2023",862,"Venezuela (Bolivarian Rep. of)",30.59755,,,23.2961,,,0,,
2023M05,"May  2023",704,"Viet Nam",399.4735,,,7.7485,,,-0.4001,,
2023M05,"May  2023",876,"Wallis and Futuna Islands",5.05057,,,-1.5593,,,-1.5593,,
2023M05,"May  2023",887,"Yemen",21.62706,,,-15.9009,,,-3.1082,,
2023M06,"June 2023",008,"Albania",11.98091,,,,,"No value reported or collected",0,,
2023M06,"June 2023",012,"Algeria",63.64804,,,,,"No value reported or collected",-1.5829,,
2023M06,"June 2023",016,"American Samoa",29.09171,,,,,"No value reported or collected",3.0424,,
2023M06,"June 2023",024,"Angola",56.386,,,,,"No value reported or collected",-0.1133,,
2023M06,"June 2023",028,"Antigua and Barbuda",26.144,,,,,"No value reported or collected",0,,
2023M06,"June 2023",032,"Argentina",103.08654,,,,,"No value reported or collected",3.3867,,
2023M06,"June 2023",533,"Aruba",17.58966,,,,,"No value reported or collected",-6.2865,,
2023M06,"June 2023",036,"Australia",152.48595,,,,,"No value reported or collected",0.2318,,
2023M06,"June 2023",044,"Bahamas",83.69186,,,,,"No value reported or collected",6.0022,,
2023M06,"June 2023",048,"Bahrain",39.35232,,,,,"No value reported or collected",0.3669,,
2023M06,"June 2023",050,"Bangladesh",82.68142,,,,,"No value reported or collected",1.3089,,
2023M06,"June 2023",052,"Barbados",36.24363,,,,,"No value reported or collected",0,,
2023M06,"June 2023",056,"Belgium",356.81448,,,,,"No value reported or collected",-0.2126,,
2023M06,"June 2023",084,"Belize",18.55107,,,,,"No value reported or collected",0,,
2023M06,"June 2023",204,"Benin",62.89766,,,,,"No value reported or collected",0.468,,
2023M06,"June 2023",060,"Bermuda",7.98463,,,,,"No value reported or collected",0,,
2023M06,"June 2023",076,"Brazil",137.29239,,,,,"No value reported or collected",1.7575,,
2023M06,"June 2023",092,"British Virgin Islands",8.28277,,,,,"No value reported or collected",0,,
2023M06,"June 2023",096,"Brunei Darussalam",25.07162,,,,,"No value reported or collected",0.0409,,
2023M06,"June 2023",100,"Bulgaria",27.01837,,,,,"No value reported or collected",-0.3494,,
2023M06,"June 2023",132,"Cabo Verde",11.66312,,,,,"No value reported or collected",0,,
2023M06,"June 2023",116,"Cambodia",36.9338,,,,,"No value reported or collected",-4.8041,,
2023M06,"June 2023",120,"Cameroon",60.34425,,,,,"No value reported or collected",1.2018,,
2023M06,"June 2023",124,"Canada",156.89309,,,,,"No value reported or collected",1.0811,,
2023M06,"June 2023",136,"Cayman Islands",8.45799,,,,,"No value reported or collected",0,,
2023M06,"June 2023",152,"Chile",100.37437,,,,,"No value reported or collected",0.8144,,
2023M06,"June 2023",156,"China",1171.50054,,,,,"No value reported or collected",0.2998,,
2023M06,"June 2023",344,"China, Hong Kong SAR",405.79177,,,,,"No value reported or collected",-0.1359,,
2023M06,"June 2023",158,"China, Taiwan Province of",347.64236,,,,,"No value reported or collected",-0.2258,,
2023M06,"June 2023",162,"Christmas Island",5.24456,,,,,"No value reported or collected",0,,
2023M06,"June 2023",170,"Colombia",179.85805,,,,,"No value reported or collected",-1.7621,,
2023M06,"June 2023",174,"Comoros",15.70804,,,,,"No value reported or collected",0,,
2023M06,"June 2023",178,"Congo",82.51269,,,,,"No value reported or collected",-0.081,,
2023M06,"June 2023",184,"Cook Islands",8.21375,,,,,"No value reported or collected",0,,
2023M06,"June 2023",188,"Costa Rica",97.26389,,,,,"No value reported or collected",4.1932,,
2023M06,"June 2023",384,"Cote d'Ivoire",95.24368,,,,,"No value reported or collected",-0.8897,,
2023M06,"June 2023",191,"Croatia",62.01384,,,,,"No value reported or collected",0.914,,
2023M06,"June 2023",192,"Cuba",27.1357,,,,,"No value reported or collected",0.7622,,
2023M06,"June 2023",531,"Curacao",25.21323,,,,,"No value reported or collected",-4.4706,,
2023M06,"June 2023",196,"Cyprus",55.51534,,,,,"No value reported or collected",0.04,,
2023M06,"June 2023",180,"Dem. Rep. of the Congo",23.97892,,,,,"No value reported or collected",0,,
2023M06,"June 2023",208,"Denmark",85.65428,,,,,"No value reported or collected",0.023,,
2023M06,"June 2023",262,"Djibouti",76.80968,,,,,"No value reported or collected",0.1768,,
2023M06,"June 2023",212,"Dominica",24.09695,,,,,"No value reported or collected",0,,
2023M06,"June 2023",214,"Dominican Republic",125.03074,,,,,"No value reported or collected",-1.2664,,
2023M06,"June 2023",218,"Ecuador",113.29261,,,,,"No value reported or collected",3.2418,,
2023M06,"June 2023",818,"Egypt",243.7864,,,,,"No value reported or collected",-0.9378,,
2023M06,"June 2023",222,"El Salvador",21.94192,,,,,"No value reported or collected",-0.1934,,
2023M06,"June 2023",226,"Equatorial Guinea",33.95341,,,,,"No value reported or collected",0,,
2023M06,"June 2023",232,"Eritrea",6.41426,,,,,"No value reported or collected",0,,
2023M06,"June 2023",233,"Estonia",37.2318,,,,,"No value reported or collected",-0.2389,,
2023M06,"June 2023",234,"Faroe Islands",19.84738,,,,,"No value reported or collected",0,,
2023M06,"June 2023",242,"Fiji",41.08155,,,,,"No value reported or collected",0.0066,,
2023M06,"June 2023",246,"Finland",69.42595,,,,,"No value reported or collected",-0.0781,,
2023M06,"June 2023",250,"France",259.09359,,,,,"No value reported or collected",0.4028,,
2023M06,"June 2023",254,"French Guiana",16.57915,,,,,"No value reported or collected",0,,
2023M06,"June 2023",258,"French Polynesia",39.75642,,,,,"No value reported or collected",0,,
2023M06,"June 2023",266,"Gabon",35.77389,,,,,"No value reported or collected",0,,
2023M06,"June 2023",270,"Gambia",11.99597,,,,,"No value reported or collected",0,,
2023M06,"June 2023",268,"Georgia",29.95294,,,,,"No value reported or collected",0.0917,,
2023M06,"June 2023",276,"Germany",317.08557,,,,,"No value reported or collected",0.4389,,
2023M06,"June 2023",288,"Ghana",102.59879,,,,,"No value reported or collected",0.2742,,
2023M06,"June 2023",300,"Greece",192.93471,,,,,"No value reported or collected",0.9607,,
2023M06,"June 2023",304,"Greenland",11.63966,,,,,"No value reported or collected",0,,
2023M06,"June 2023",308,"Grenada",25.73225,,,,,"No value reported or collected",0.488,,
2023M06,"June 2023",312,"Guadeloupe",40.39724,,,,,"No value reported or collected",0,,
2023M06,"June 2023",316,"Guam",22.80788,,,,,"No value reported or collected",0,,
2023M06,"June 2023",320,"Guatemala",105.61301,,,,,"No value reported or collected",-0.0045,,
2023M06,"June 2023",831,"Guernsey",4.95561,,,,,"No value reported or collected",0,,
2023M06,"June 2023",324,"Guinea",28.59217,,,,,"No value reported or collected",-0.6875,,
2023M06,"June 2023",624,"Guinea-Bissau",16.64275,,,,,"No value reported or collected",0,,
2023M06,"June 2023",328,"Guyana",35.20554,,,,,"No value reported or collected",0,,
2023M06,"June 2023",332,"Haiti",33.15842,,,,,"No value reported or collected",0.0097,,
2023M06,"June 2023",340,"Honduras",62.45002,,,,,"No value reported or collected",-0.0066,,
2023M06,"June 2023",352,"Iceland",26.93644,,,,,"No value reported or collected",4.2717,,
2023M06,"June 2023",356,"India",330.97169,,,,,"No value reported or collected",0.8855,,
2023M06,"June 2023",360,"Indonesia",239.18515,,,,,"No value reported or collected",4.4212,,
2023M06,"June 2023",364,"Iran (Islamic Republic of)",60.72392,,,,,"No value reported or collected",0,,
2023M06,"June 2023",368,"Iraq",71.3456,,,,,"No value reported or collected",0.9158,,
2023M06,"June 2023",372,"Ireland",56.63556,,,,,"No value reported or collected",-1.0537,,
2023M06,"June 2023",376,"Israel",132.10644,,,,,"No value reported or collected",-1.2019,,
2023M06,"June 2023",380,"Italy",283.05476,,,,,"No value reported or collected",-1.0741,,
2023M06,"June 2023",388,"Jamaica",123.10527,,,,,"No value reported or collected",0.3769,,
2023M06,"June 2023",392,"Japan",410.65962,,,,,"No value reported or collected",-0.5201,,
2023M06,"June 2023",832,"Jersey",4.95561,,,,,"No value reported or collected",0,,
2023M06,"June 2023",400,"Jordan",72.37535,,,,,"No value reported or collected",-3.7549,,
2023M06,"June 2023",404,"Kenya",60.59988,,,,,"No value reported or collected",-4.5774,,
2023M06,"June 2023",296,"Kiribati",16.79517,,,,,"No value reported or collected",0,,
2023M06,"June 2023",414,"Kuwait",42.16796,,,,,"No value reported or collected",-6.0969,,
2023M06,"June 2023",428,"Latvia",40.09434,,,,,"No value reported or collected",-2.9862,,
2023M06,"June 2023",422,"Lebanon",96.38303,,,,,"No value reported or collected",0.0392,,
2023M06,"June 2023",430,"Liberia",17.22781,,,,,"No value reported or collected",0,,
2023M06,"June 2023",434,"Libya",52.47479,,,,,"No value reported or collected",4.5209,,
2023M06,"June 2023",440,"Lithuania",63.6631,,,,,"No value reported or collected",-1.9798,,
2023M06,"June 2023",450,"Madagascar",24.86716,,,,,"No value reported or collected",0,,
2023M06,"June 2023",458,"Malaysia",492.59622,,,,,"No value reported or collected",-0.6868,,
2023M06,"June 2023",462,"Maldives",19.21419,,,,,"No value reported or collected",0,,
2023M06,"June 2023",470,"Malta",119.46115,,,,,"No value reported or collected",1.5253,,
2023M06,"June 2023",584,"Marshall Islands",21.56784,,,,,"No value reported or collected",0,,
2023M06,"June 2023",474,"Martinique",42.84467,,,,,"No value reported or collected",0,,
2023M06,"June 2023",478,"Mauritania",23.6484,,,,,"No value reported or collected",0,,
2023M06,"June 2023",480,"Mauritius",63.37059,,,,,"No value reported or collected",4.6729,,
2023M06,"June 2023",175,"Mayotte",15.9645,,,,,"No value reported or collected",0,,
2023M06,"June 2023",484,"Mexico",173.35464,,,,,"No value reported or collected",-1.7645,,
2023M06,"June 2023",583,"Micronesia (Federated States of)",14.97297,,,,,"No value reported or collected",0,,
2023M06,"June 2023",499,"Montenegro",16.14781,,,,,"No value reported or collected",7.0015,,
2023M06,"June 2023",504,"Morocco",245.06227,,,,,"No value reported or collected",2.9104,,
2023M06,"June 2023",508,"Mozambique",49.55542,,,,,"No value reported or collected",4.4534,,
2023M06,"June 2023",104,"Myanmar",50.45707,,,,,"No value reported or collected",2.7391,,
2023M06,"June 2023",516,"Namibia",34.60194,,,,,"No value reported or collected",0.0015,,
2023M06,"June 2023",528,"Netherlands (Kingdom of the)",397.81308,,,,,"No value reported or collected",-0.3163,,
2023M06,"June 2023",530,"Netherlands Antilles",,,"Not applicable",,,"Not applicable",,,"Not applicable"
2023M06,"June 2023",540,"New Caledonia",43.8023,,,,,"No value reported or collected",0.0062,,
2023M06,"June 2023",554,"New Zealand",99.00485,,,,,"No value reported or collected",-0.0987,,
2023M06,"June 2023",558,"Nicaragua",26.14375,,,,,"No value reported or collected",-0.1624,,
2023M06,"June 2023",566,"Nigeria",80.18052,,,,,"No value reported or collected",0.2931,,
2023M06,"June 2023",570,"Niue",5.76222,,,,,"No value reported or collected",0,,
2023M06,"June 2023",574,"Norfolk Island",2.50278,,,,,"No value reported or collected",0,,
2023M06,"June 2023",580,"Northern Mariana Islands",15.13914,,,,,"No value reported or collected",0,,
2023M06,"June 2023",578,"Norway",63.21022,,,,,"No value reported or collected",-0.0031,,
2023M06,"June 2023",512,"Oman",146.31925,,,,,"No value reported or collected",6.3992,,
2023M06,"June 2023",586,"Pakistan",141.65954,,,,,"No value reported or collected",-0.0281,,
2023M06,"June 2023",585,"Palau",6.88055,,,,,"No value reported or collected",0,,
2023M06,"June 2023",591,"Panama",201.85997,,,,,"No value reported or collected",0.3258,,
2023M06,"June 2023",598,"Papua New Guinea",49.44442,,,,,"No value reported or collected",0.0537,,
2023M06,"June 2023",600,"Paraguay",8.75532,,,,,"No value reported or collected",0,,
2023M06,"June 2023",604,"Peru",122.17563,,,,,"No value reported or collected",2.0423,,
2023M06,"June 2023",608,"Philippines",177.14265,,,,,"No value reported or collected",0.5446,,
2023M06,"June 2023",616,"Poland",120.59117,,,,,"No value reported or collected",0.0219,,
2023M06,"June 2023",620,"Portugal",175.86712,,,,,"No value reported or collected",0.614,,
2023M06,"June 2023",630,"Puerto Rico",51.36103,,,,,"No value reported or collected",0,,
2023M06,"June 2023",634,"Qatar",130.7066,,,,,"No value reported or collected",13.5712,,
2023M06,"June 2023",410,"Republic of Korea",623.428,,,,,"No value reported or collected",0.2204,,
2023M06,"June 2023",638,"Reunion",48.72904,,,,,"No value reported or collected",0,,
2023M06,"June 2023",642,"Romania",66.39353,,,,,"No value reported or collected",-0.1074,,
2023M06,"June 2023",643,"Russian Federation",151.407,,,,,"No value reported or collected",4.4799,,
2023M06,"June 2023",659,"Saint Kitts and Nevis",8.28277,,,,,"No value reported or collected",0,,
2023M06,"June 2023",662,"Saint Lucia",26.01222,,,,,"No value reported or collected",0,,
2023M06,"June 2023",670,"Saint Vincent and the Grenadines",22.23579,,,,,"No value reported or collected",0,,
2023M06,"June 2023",882,"Samoa",31.51833,,,,,"No value reported or collected",-2.089,,
2023M06,"June 2023",678,"Sao Tome and Principe",11.58429,,,,,"No value reported or collected",0,,
2023M06,"June 2023",682,"Saudi Arabia",272.52339,,,,,"No value reported or collected",0.8282,,
2023M06,"June 2023",686,"Senegal",58.35945,,,,,"No value reported or collected",-2.937,,
2023M06,"June 2023",891,"Serbia and Montenegro",,,"Not applicable",,,"Not applicable",,,"Not applicable"
2023M06,"June 2023",690,"Seychelles",24.04025,,,,,"No value reported or collected",0,,
2023M06,"June 2023",694,"Sierra Leone",24.348,,,,,"No value reported or collected",0,,
2023M06,"June 2023",702,"Singapore",590.9993,,,,,"No value reported or collected",0.0863,,
2023M06,"June 2023",534,"Sint Maarten (Dutch part)",31.58024,,,,,"No value reported or collected",0,,
2023M06,"June 2023",705,"Slovenia",72.92538,,,,,"No value reported or collected",-3.7932,,
2023M06,"June 2023",090,"Solomon Islands",30.67682,,,,,"No value reported or collected",0.0089,,
2023M06,"June 2023",706,"Somalia",31.54366,,,,,"No value reported or collected",0,,
2023M06,"June 2023",710,"South Africa",115.16128,,,,,"No value reported or collected",1.3719,,
2023M06,"June 2023",724,"Spain",406.11433,,,,,"No value reported or collected",-0.7342,,
2023M06,"June 2023",144,"Sri Lanka",246.45411,,,,,"No value reported or collected",-0.4725,,
2023M06,"June 2023",729,"Sudan",25.15691,,,,,"No value reported or collected",-10.1441,,
2023M06,"June 2023",736,"Sudan (...2011)",,,"Not applicable",,,"Not applicable",,,"Not applicable"
2023M06,"June 2023",740,"Suriname",40.02983,,,,,"No value reported or collected",0,,
2023M06,"June 2023",752,"Sweden",111.99603,,,,,"No value reported or collected",-0.9729,,
2023M06,"June 2023",760,"Syrian Arab Republic",25.97859,,,,,"No value reported or collected",-0.0095,,
2023M06,"June 2023",764,"Thailand",264.32041,,,,,"No value reported or collected",0.6745,,
2023M06,"June 2023",626,"Timor-Leste",11.91812,,,,,"No value reported or collected",0,,
2023M06,"June 2023",768,"Togo",93.66903,,,,,"No value reported or collected",0.0997,,
2023M06,"June 2023",776,"Tonga",29.01755,,,,,"No value reported or collected",-0.0293,,
2023M06,"June 2023",780,"Trinidad and Tobago",59.5791,,,,,"No value reported or collected",0.0054,,
2023M06,"June 2023",788,"Tunisia",26.98758,,,,,"No value reported or collected",5.7064,,
2023M06,"June 2023",792,"Turkiye",276.82181,,,,,"No value reported or collected",2.2009,,
2023M06,"June 2023",796,"Turks and Caicos Islands",4.12978,,,,,"No value reported or collected",0,,
2023M06,"June 2023",798,"Tuvalu",5.05057,,,,,"No value reported or collected",0,,
2023M06,"June 2023",804,"Ukraine",6.31251,,,,,"No value reported or collected",0,,
2023M06,"June 2023",784,"United Arab Emirates",299.71285,,,,,"No value reported or collected",-0.2897,,
2023M06,"June 2023",826,"United Kingdom",374.42533,,,,,"No value reported or collected",-0.0714,,
2023M06,"June 2023",834,"United Republic of Tanzania",56.57706,,,,,"No value reported or collected",-1.9764,,
2023M06,"June 2023",840,"United States",506.76842,,,,,"No value reported or collected",-1.7555,,
2023M06,"June 2023",850,"United States Virgin Islands",18.64923,,,,,"No value reported or collected",0,,
2023M06,"June 2023",858,"Uruguay",98.55698,,,,,"No value reported or collected",3.4438,,
2023M06,"June 2023",548,"Vanuatu",25.0856,,,,,"No value reported or collected",0,,
2023M06,"June 2023",862,"Venezuela (Bolivarian Rep. of)",31.43154,,,,,"No value reported or collected",2.7257,,
2023M06,"June 2023",704,"Viet Nam",408.69872,,,,,"No value reported or collected",2.3093,,
2023M06,"June 2023",876,"Wallis and Futuna Islands",5.05057,,,,,"No value reported or collected",0,,
2023M06,"June 2023",887,"Yemen",21.14356,,,,,"No value reported or collected",-2.2356,,
2023M07,"Jul. 2023",008,"Albania",11.98091,,,,,"No value reported or collected",0,,
2023M07,"Jul. 2023",012,"Algeria",61.0403,,,,,"No value reported or collected",-4.0971,,
2023M07,"Jul. 2023",016,"American Samoa",29.0357,,,,,"No value reported or collected",-0.1925,,
2023M07,"Jul. 2023",024,"Angola",56.386,,,,,"No value reported or collected",0,,
2023M07,"Jul. 2023",028,"Antigua and Barbuda",26.1414,,,,,"No value reported or collected",-0.01,,
2023M07,"Jul. 2023",032,"Argentina",103.11814,,,,,"No value reported or collected",0.0307,,
2023M07,"Jul. 2023",533,"Aruba",17.59724,,,,,"No value reported or collected",0.0431,,
2023M07,"Jul. 2023",036,"Australia",152.33445,,,,,"No value reported or collected",-0.0994,,
2023M07,"Jul. 2023",044,"Bahamas",82.33673,,,,,"No value reported or collected",-1.6192,,
2023M07,"Jul. 2023",048,"Bahrain",39.38477,,,,,"No value reported or collected",0.0825,,
2023M07,"Jul. 2023",050,"Bangladesh",87.10331,,,,,"No value reported or collected",5.3481,,
2023M07,"Jul. 2023",052,"Barbados",36.29655,,,,,"No value reported or collected",0.146,,
2023M07,"Jul. 2023",056,"Belgium",359.17851,,,,,"No value reported or collected",0.6625,,
2023M07,"Jul. 2023",084,"Belize",18.55107,,,,,"No value reported or collected",0,,
2023M07,"Jul. 2023",204,"Benin",63.89132,,,,,"No value reported or collected",1.5798,,
2023M07,"Jul. 2023",060,"Bermuda",7.98463,,,,,"No value reported or collected",0,,
2023M07,"Jul. 2023",076,"Brazil",137.37545,,,,,"No value reported or collected",0.0605,,
2023M07,"Jul. 2023",092,"British Virgin Islands",8.28277,,,,,"No value reported or collected",0,,
2023M07,"Jul. 2023",096,"Brunei Darussalam",25.17778,,,,,"No value reported or collected",0.4234,,
2023M07,"Jul. 2023",100,"Bulgaria",29.36126,,,,,"No value reported or collected",8.6715,,
2023M07,"Jul. 2023",132,"Cabo Verde",11.66312,,,,,"No value reported or collected",0,,
2023M07,"Jul. 2023",116,"Cambodia",37.66414,,,,,"No value reported or collected",1.9774,,
2023M07,"Jul. 2023",120,"Cameroon",61.18723,,,,,"No value reported or collected",1.397,,
2023M07,"Jul. 2023",124,"Canada",154.45504,,,,,"No value reported or collected",-1.554,,
2023M07,"Jul. 2023",136,"Cayman Islands",8.45799,,,,,"No value reported or collected",0,,
2023M07,"Jul. 2023",152,"Chile",102.33099,,,,,"No value reported or collected",1.9493,,
2023M07,"Jul. 2023",156,"China",1178.0666,,,,,"No value reported or collected",0.5605,,
2023M07,"Jul. 2023",344,"China, Hong Kong SAR",400.51451,,,,,"No value reported or collected",-1.3005,,
2023M07,"Jul. 2023",158,"China, Taiwan Province of",347.06368,,,,,"No value reported or collected",-0.1665,,
2023M07,"Jul. 2023",162,"Christmas Island",5.24456,,,,,"No value reported or collected",0,,
2023M07,"Jul. 2023",170,"Colombia",182.00779,,,,,"No value reported or collected",1.1952,,
2023M07,"Jul. 2023",174,"Comoros",15.70804,,,,,"No value reported or collected",0,,
2023M07,"Jul. 2023",178,"Congo",84.4157,,,,,"No value reported or collected",2.3063,,
2023M07,"Jul. 2023",184,"Cook Islands",8.21375,,,,,"No value reported or collected",0,,
2023M07,"Jul. 2023",188,"Costa Rica",97.41233,,,,,"No value reported or collected",0.1526,,
2023M07,"Jul. 2023",384,"Cote d'Ivoire",98.52339,,,,,"No value reported or collected",3.4435,,
2023M07,"Jul. 2023",191,"Croatia",61.20731,,,,,"No value reported or collected",-1.3006,,
2023M07,"Jul. 2023",192,"Cuba",26.93043,,,,,"No value reported or collected",-0.7565,,
2023M07,"Jul. 2023",531,"Curacao",25.22081,,,,,"No value reported or collected",0.0301,,
2023M07,"Jul. 2023",196,"Cyprus",53.37176,,,,,"No value reported or collected",-3.8612,,
2023M07,"Jul. 2023",180,"Dem. Rep. of the Congo",24.07952,,,,,"No value reported or collected",0.4195,,
2023M07,"Jul. 2023",208,"Denmark",85.76832,,,,,"No value reported or collected",0.1331,,
2023M07,"Jul. 2023",262,"Djibouti",78.97929,,,,,"No value reported or collected",2.8246,,
2023M07,"Jul. 2023",212,"Dominica",24.09435,,,,,"No value reported or collected",-0.0108,,
2023M07,"Jul. 2023",214,"Dominican Republic",124.67334,,,,,"No value reported or collected",-0.2858,,
2023M07,"Jul. 2023",218,"Ecuador",112.07359,,,,,"No value reported or collected",-1.076,,
2023M07,"Jul. 2023",818,"Egypt",249.69066,,,,,"No value reported or collected",2.4219,,
2023M07,"Jul. 2023",222,"El Salvador",22.14985,,,,,"No value reported or collected",0.9477,,
2023M07,"Jul. 2023",226,"Equatorial Guinea",33.95341,,,,,"No value reported or collected",0,,
2023M07,"Jul. 2023",232,"Eritrea",6.41426,,,,,"No value reported or collected",0,,
2023M07,"Jul. 2023",233,"Estonia",37.23336,,,,,"No value reported or collected",0.0042,,
2023M07,"Jul. 2023",234,"Faroe Islands",19.84738,,,,,"No value reported or collected",0,,
2023M07,"Jul. 2023",242,"Fiji",41.08159,,,,,"No value reported or collected",0.0001,,
2023M07,"Jul. 2023",246,"Finland",68.62094,,,,,"No value reported or collected",-1.1595,,
2023M07,"Jul. 2023",250,"France",266.01575,,,,,"No value reported or collected",2.6717,,
2023M07,"Jul. 2023",254,"French Guiana",16.12896,,,,,"No value reported or collected",-2.7154,,
2023M07,"Jul. 2023",258,"French Polynesia",39.70041,,,,,"No value reported or collected",-0.1409,,
2023M07,"Jul. 2023",266,"Gabon",35.8687,,,,,"No value reported or collected",0.265,,
2023M07,"Jul. 2023",270,"Gambia",11.99597,,,,,"No value reported or collected",0,,
2023M07,"Jul. 2023",268,"Georgia",29.98863,,,,,"No value reported or collected",0.1192,,
2023M07,"Jul. 2023",276,"Germany",314.75004,,,,,"No value reported or collected",-0.7366,,
2023M07,"Jul. 2023",288,"Ghana",104.72617,,,,,"No value reported or collected",2.0735,,
2023M07,"Jul. 2023",300,"Greece",195.57967,,,,,"No value reported or collected",1.3709,,
2023M07,"Jul. 2023",304,"Greenland",11.63966,,,,,"No value reported or collected",0,,
2023M07,"Jul. 2023",308,"Grenada",22.75091,,,,,"No value reported or collected",-11.586,,
2023M07,"Jul. 2023",312,"Guadeloupe",39.66388,,,,,"No value reported or collected",-1.8154,,
2023M07,"Jul. 2023",316,"Guam",22.80788,,,,,"No value reported or collected",0,,
2023M07,"Jul. 2023",320,"Guatemala",105.93495,,,,,"No value reported or collected",0.3048,,
2023M07,"Jul. 2023",831,"Guernsey",4.95561,,,,,"No value reported or collected",0,,
2023M07,"Jul. 2023",324,"Guinea",28.59217,,,,,"No value reported or collected",0,,
2023M07,"Jul. 2023",624,"Guinea-Bissau",17.4787,,,,,"No value reported or collected",5.023,,
2023M07,"Jul. 2023",328,"Guyana",32.03942,,,,,"No value reported or collected",-8.9932,,
