shipment_id,type,date,product_category,origin,O_Country,destination,D_Country,value,freight_cost,customs_clearance_time_days,delivery_status
SHP-2025-0335,Export,2025-12-02,Electronics,Mumbai, India,Tokyo, Japan,140000,7000,3.6,On-Time
SHP-2025-0336,Import,2025-12-03,Consumer Goods,Ho Chi Minh City, Vietnam,Mumbai, India,86500,4325,3.1,On-Time
SHP-2025-0337,Export,2025-12-04,Textiles,Mumbai, India,Dubai, UAE,110500,5525,2.6,On-Time
SHP-2025-0338,Import,2025-12-05,Electronics,Seoul, South Korea,Mumbai, India,242000,12100,4.9,On-Time
SHP-2025-0339,Export,2025-12-06,Industrial Equipment,Mumbai, India,Singapore,100500,5025,3.3,On-Time
SHP-2025-0340,Import,2025-12-07,Textiles,Dhaka, Bangladesh,Mumbai, India,127000,6350,3.8,Delayed
SHP-2025-0341,Export,2025-12-08,Consumer Goods,Mumbai, India,Sydney, Australia,90500,4525,4.2,On-Time
SHP-2025-0342,Import,2025-12-09,Electronics,Taipei, Taiwan,Mumbai, India,272000,13600,5.1,On-Time
SHP-2025-0343,Export,2025-12-10,Industrial Equipment,Mumbai, India,Rotterdam, Netherlands,192000,9600,4.4,On-Time
SHP-2025-0344,Import,2025-12-11,Consumer Goods,Bangkok, Thailand,Mumbai, India,102500,5125,3.5,On-Time
SHP-2025-0345,Export,2025-12-12,Textiles,Mumbai, India,New York, USA,167000,8350,4.0,On-Time
SHP-2025-0346,Import,2025-12-13,Industrial Equipment,Genoa, Italy,Mumbai, India,252000,12600,5.6,Delayed
SHP-2025-0347,Export,2025-12-14,Electronics,Mumbai, India,Los Angeles, USA,212000,10600,4.1,On-Time
SHP-2025-0348,Import,2025-12-15,Textiles,Istanbul, Turkey,Mumbai, India,117000,5850,4.3,On-Time
SHP-2025-0349,Export,2025-12-16,Consumer Goods,Mumbai, India,Jeddah, Saudi Arabia,66500,3325,3.0,On-Time
SHP-2025-0350,Import,2025-12-17,Electronics,San Francisco, USA,Mumbai, India,282000,14100,5.2,On-Time
SHP-2025-0351,Export,2025-12-18,Industrial Equipment,Mumbai, India,Durban, South Africa,134000,6700,4.7,On-Time
SHP-2025-0352,Import,2025-12-19,Consumer Goods,Jakarta, Indonesia,Mumbai, India,74500,3725,3.7,Delayed
SHP-2025-0353,Export,2025-12-20,Textiles,Mumbai, India,Lagos, Nigeria,94500,4725,4.5,On-Time
SHP-2025-0354,Import,2025-12-21,Industrial Equipment,Yokohama, Japan,Mumbai, India,415000,20750,5.9,On-Time
SHP-2025-0355,Export,2025-12-22,Electronics,Mumbai, India,Mexico City, Mexico,160000,8000,5.0,On-Time
SHP-2025-0356,Import,2025-12-23,Consumer Goods,Manila, Philippines,Mumbai, India,66500,3325,3.9,On-Time
SHP-2025-0357,Export,2025-12-24,Textiles,Mumbai, India,Cairo, Egypt,76500,3825,3.4,On-Time
SHP-2025-0358,Import,2025-12-25,Electronics,Helsinki, Finland,Mumbai, India,217000,10850,4.8,Delayed
SHP-2025-0359,Export,2025-12-26,Consumer Goods,Mumbai, India,Rio de Janeiro, Brazil,100500,5025,5.4,On-Time
SHP-2025-0360,Import,2025-12-27,Industrial Equipment,Busan, South Korea,Mumbai, India,342000,17100,5.7,On-Time
SHP-2025-0361,Export,2025-12-28,Electronics,Mumbai, India,New York, USA,123500,6175,3.3,On-Time
SHP-2025-0362,Import,2025-12-29,Textiles,Shanghai, China,Mumbai, India,182000,9100,4.7,On-Time
SHP-2025-0363,Export,2025-12-30,Consumer Goods,Mumbai, India,London, UK,71500,3575,3.0,On-Time
SHP-2025-0364,Import,2025-12-31,Industrial Equipment,Hamburg, Germany,Mumbai, India,322000,16100,5.4,Delayed
